#index, Paramètre P, Amplitude
15163,158,64
15164,176,45
15165,192,30
15166,189,75
15167,149,12
15168,184,51
15169,181,48
15170,194,31
15171,184,30
15172,195,33
15173,184,54
15174,165,109
15175,166,32
15176,194,28
15177,162,94
15178,188,80
15179,110,7
15180,161,36
15181,194,37
15182,190,38
15183,192,86
15184,189,25
15185,200,33
15186,191,40
15187,151,20
15188,190,37
15189,172,29
15190,167,70
15191,169,121
15192,173,88
15193,199,36
15194,158,90
15195,186,74
15196,187,45
15197,194,29
15198,148,37
15199,46,8
15200,160,66
15201,158,22
15202,168,94
15203,168,57
15204,146,7
15205,182,34
15206,152,43
15207,166,59
15208,169,37
15209,172,69
15210,140,12
15211,157,43
15212,182,78
15213,215,11
15214,183,40
15215,204,30
15216,163,43
15217,167,29
15218,186,62
15219,145,29
15220,157,14
15221,170,32
15222,156,29
15223,155,71
15224,162,110
15225,161,9
15226,167,35
15227,196,18
15228,191,99
15229,159,107
15230,127,14
15231,174,49
15232,199,74
15233,163,87
15234,177,35
15235,199,39
15236,190,24
15237,197,79
15238,170,21
15239,155,110
15240,171,39
15241,164,63
15242,187,81
15243,141,67
15244,191,85
15245,189,22
15246,193,10
15247,156,47
15248,173,46
15249,156,14
15250,195,14
15251,189,46
15252,171,10
15253,161,103
15254,197,80
15255,164,47
15256,129,12
15257,171,25
15258,150,53
15259,66,10
15260,155,209
15261,192,38
15262,167,101
15263,146,42
15264,193,39
15265,144,20
15266,192,20
15267,182,82
15268,170,62
15269,193,10
15270,161,69
15271,182,57
15272,191,79
15273,164,56
15274,181,12
15275,149,43
15276,182,24
15277,171,9
15278,153,63
15279,162,65
15280,162,106
15281,160,19
15282,155,35
15283,198,36
15284,193,29
15285,152,29
15286,185,34
15287,139,12
15288,156,26
15289,184,67
15290,181,52
15291,155,90
15292,183,33
15293,188,34
15294,188,38
15295,197,74
15296,61,8
15297,157,58
15298,193,39
15299,153,103
15300,162,130
15301,194,22
15302,168,127
15303,161,44
15304,165,56
15305,161,109
15306,188,73
15307,183,31
15308,155,31
15309,173,54
15310,149,72
15311,190,83
15312,157,112
15313,183,84
15314,192,46
15315,83,8
15316,161,103
15317,171,53
15318,160,20
15319,190,26
15320,167,114
15321,180,84
15322,173,45
15323,164,38
15324,182,45
15325,184,32
15326,145,43
15327,146,26
15328,166,12
15329,188,43
15330,168,14
15331,165,52
15332,168,8
15333,198,79
15334,184,81
15335,135,9
15336,154,20
15337,167,112
15338,174,18
15339,181,76
15340,179,83
15341,168,109
15342,185,11
15343,187,80
15344,155,29
15345,194,35
15346,187,77
15347,160,20
15348,166,87
15349,164,10
15350,155,47
15351,147,36
15352,47,8
15353,187,83
15354,169,28
15355,188,26
15356,183,25
15357,158,110
15358,136,12
15359,92,8
15360,181,30
15361,57,8
15362,184,34
15363,144,12
15364,157,74
15365,193,33
15366,191,32
15367,192,80
15368,160,29
15369,180,78
15370,150,35
15371,161,21
15372,181,75
15373,183,43
15374,160,40
15375,159,105
15376,187,50
15377,183,19
15378,193,85
15379,192,28
15380,173,20
15381,154,58
15382,157,122
15383,162,48
15384,143,40
15385,162,40
15386,39,8
15387,165,106
15388,146,12
15389,177,15
15390,164,46
15391,186,61
15392,179,14
15393,166,13
15394,175,88
15395,161,97
15396,185,45
15397,164,39
15398,165,109
15399,157,62
15400,184,69
15401,190,65
15402,152,26
15403,196,76
15404,200,41
15405,158,10
15406,161,19
15407,166,71
15408,163,108
15409,158,18
15410,174,84
15411,161,107
15412,174,58
15413,166,28
15414,153,45
15415,187,74
15416,153,98
15417,171,70
15418,189,79
15419,169,102
15420,157,46
15421,168,27
15422,188,35
15423,155,18
15424,177,32
15425,187,41
15426,180,29
15427,166,75
15428,205,22
15429,186,72
15430,150,51
15431,175,41
15432,160,76
15433,191,75
15434,55,10
15435,199,24
15436,199,98
15437,96,9
15438,193,27
15439,185,10
15440,163,41
15441,171,115
15442,186,68
15443,164,112
15444,185,18
15445,196,38
15446,157,102
15447,163,101
15448,181,94
15449,189,22
15450,175,13
15451,189,9
15452,185,32
15453,178,29
15454,171,51
15455,163,84
15456,158,59
15457,168,106
15458,160,19
15459,192,44
15460,163,41
15461,167,100
15462,118,13
15463,178,90
15464,88,9
15465,168,90
15466,155,93
15467,148,12
15468,185,39
15469,186,97
15470,162,26
15471,155,23
15472,180,25
15473,177,60
15474,158,83
15475,188,24
15476,141,23
15477,194,32
15478,56,8
15479,190,31
15480,193,26
15481,184,97
15482,127,11
15483,162,31
15484,199,29
15485,160,95
15486,152,107
15487,165,41
15488,165,81
15489,190,22
15490,193,73
15491,155,110
15492,180,34
15493,188,82
15494,159,115
15495,146,30
15496,174,61
15497,148,34
15498,166,58
15499,36,11
15500,186,77
15501,173,44
15502,193,13
15503,154,51
15504,57,11
15505,143,13
15506,164,121
15507,157,79
15508,170,109
15509,184,17
15510,173,39
15511,207,22
15512,185,61
15513,184,55
15514,186,20
15515,163,46
15516,160,25
15517,188,91
15518,176,53
15519,161,114
15520,174,82
15521,183,99
15522,187,85
15523,167,29
15524,194,62
15525,189,22
15526,189,81
15527,196,51
15528,164,102
15529,164,40
15530,165,113
15531,207,24
15532,161,88
15533,151,53
15534,165,43
15535,169,103
15536,174,37
15537,165,12
15538,160,129
15539,185,50
15540,188,38
15541,195,10
15542,159,88
15543,194,44
15544,194,21
15545,180,82
15546,187,43
15547,163,104
15548,180,14
15549,169,39
15550,179,84
15551,175,110
15552,164,83
15553,167,117
15554,125,15
15555,166,51
15556,205,16
15557,168,64
15558,169,39
15559,184,56
15560,197,9
15561,152,13
15562,183,47
15563,82,10
15564,164,96
15565,140,10
15566,160,123
15567,182,23
15568,188,18
15569,193,136
15570,171,24
15571,189,77
15572,184,75
15573,167,79
15574,166,103
15575,191,19
15576,177,58
15577,107,8
15578,158,39
15579,129,16
15580,187,48
15581,192,25
15582,160,51
15583,140,10
15584,164,27
15585,175,33
15586,188,85
15587,191,66
15588,172,53
15589,162,23
15590,162,50
15591,160,109
15592,185,49
15593,163,88
15594,191,26
15595,195,74
15596,161,91
15597,197,67
15598,198,82
15599,195,75
15600,158,62
15601,183,61
15602,180,29
15603,186,41
15604,180,50
15605,187,46
15606,172,42
15607,143,9
15608,165,37
15609,133,28
15610,193,24
15611,174,28
15612,160,110
15613,160,111
15614,160,33
15615,193,26
15616,183,87
15617,192,20
15618,163,34
15619,166,98
15620,157,107
15621,199,75
15622,196,20
15623,164,15
15624,189,50
15625,125,12
15626,159,42
15627,197,22
15628,123,15
15629,163,37
15630,161,114
15631,154,171
15632,141,43
15633,154,12
15634,198,84
15635,192,82
15636,193,81
15637,166,66
15638,195,17
15639,141,22
15640,180,77
15641,184,25
15642,152,44
15643,167,79
15644,159,42
15645,207,21
15646,184,86
15647,160,55
15648,166,109
15649,179,25
15650,167,92
15651,159,36
15652,147,48
15653,168,107
15654,189,77
15655,176,9
15656,175,22
15657,163,90
15658,198,72
15659,194,24
15660,148,111
15661,163,99
15662,166,105
15663,199,26
15664,148,34
15665,142,39
15666,161,62
15667,171,66
15668,177,46
15669,158,115
15670,189,45
15671,182,43
15672,184,72
15673,156,7
15674,193,47
15675,163,56
15676,168,25
15677,172,11
15678,167,24
15679,187,10
15680,184,81
15681,184,45
15682,173,89
15683,180,16
15684,188,11
15685,188,13
15686,197,25
15687,171,40
15688,199,21
15689,182,9
15690,163,36
15691,172,98
15692,174,66
15693,143,11
15694,163,66
15695,192,68
15696,164,116
15697,150,12
15698,171,38
15699,172,202
15700,172,41
15701,159,56
15702,166,113
15703,160,28
15704,184,11
15705,161,88
15706,143,62
15707,184,18
15708,180,38
15709,173,22
15710,197,75
15711,172,66
15712,155,107
15713,162,108
15714,163,73
15715,160,107
15716,188,157
15717,198,9
15718,181,85
15719,159,83
15720,150,19
15721,171,33
15722,176,61
15723,170,109
15724,176,33
15725,160,123
15726,189,52
15727,197,45
15728,158,13
15729,154,46
15730,203,22
15731,115,9
15732,190,32
15733,163,60
15734,182,27
15735,138,26
15736,170,13
15737,166,52
15738,174,19
15739,162,52
15740,195,17
15741,187,62
15742,120,9
15743,190,11
15744,195,37
15745,200,32
15746,178,11
15747,157,55
15748,188,45
15749,195,70
15750,189,47
15751,190,82
15752,161,104
15753,199,73
15754,160,78
15755,160,34
15756,153,71
15757,163,89
15758,165,102
15759,161,67
15760,167,107
15761,78,8
15762,178,40
15763,84,9
15764,159,117
15765,171,93
15766,183,81
15767,158,10
15768,152,77
15769,142,134
15770,174,91
15771,165,26
15772,164,66
15773,178,24
15774,172,94
15775,182,16
15776,124,13
15777,189,76
15778,152,24
15779,187,10
15780,191,32
15781,186,58
15782,201,24
15783,159,104
15784,190,82
15785,157,30
15786,189,34
15787,163,95
15788,183,44
15789,146,30
15790,112,8
15791,186,24
15792,177,42
15793,193,52
15794,194,64
15795,167,79
15796,75,10
15797,158,36
15798,154,44
15799,172,25
15800,160,73
15801,194,77
15802,166,68
15803,204,31
15804,186,10
15805,185,47
15806,163,10
15807,176,16
15808,192,70
15809,157,63
15810,164,100
15811,147,30
15812,149,34
15813,189,45
15814,160,105
15815,168,99
15816,200,44
15817,167,21
15818,199,71
15819,149,23
15820,179,25
15821,179,27
15822,178,8
15823,129,11
15824,175,34
15825,182,22
15826,154,55
15827,158,89
15828,134,14
15829,161,51
15830,186,71
15831,192,65
15832,158,82
15833,161,60
15834,163,60
15835,152,13
15836,172,18
15837,154,21
15838,194,67
15839,157,78
15840,192,73
15841,152,69
15842,146,19
15843,164,44
15844,20,7
15845,155,18
15846,160,100
15847,168,127
15848,162,21
15849,62,7
15850,177,91
15851,156,13
15852,161,51
15853,192,76
15854,154,15
15855,155,50
15856,146,57
15857,165,106
15858,165,94
15859,185,41
15860,187,30
15861,166,32
15862,157,124
15863,187,19
15864,194,76
15865,152,12
15866,182,75
15867,162,82
15868,179,53
15869,151,102
15870,159,62
15871,80,9
15872,146,41
15873,166,105
15874,160,140
15875,163,118
15876,165,86
15877,164,80
15878,149,95
15879,194,36
15880,199,77
15881,153,105
15882,164,36
15883,180,78
15884,199,28
15885,164,40
15886,154,123
15887,210,52
15888,193,26
15889,144,28
15890,181,79
15891,200,27
15892,159,41
15893,147,42
15894,161,106
15895,190,68
15896,171,122
15897,189,38
15898,155,119
15899,165,102
15900,171,55
15901,173,25
15902,177,12
15903,128,10
15904,159,116
15905,165,50
15906,183,38
15907,172,19
15908,181,53
15909,187,11
15910,192,84
15911,154,43
15912,173,42
15913,108,11
15914,163,44
15915,187,80
15916,185,17
15917,168,79
15918,163,30
15919,193,44
15920,190,71
15921,167,17
15922,148,16
15923,171,104
15924,197,50
15925,74,8
15926,158,102
15927,85,9
15928,163,36
15929,194,16
15930,154,28
15931,149,65
15932,150,9
15933,174,29
15934,193,9
15935,197,34
15936,207,23
15937,165,122
15938,183,8
15939,188,76
15940,199,30
15941,190,63
15942,191,26
15943,171,102
15944,182,61
15945,171,88
15946,164,88
15947,178,44
15948,147,35
15949,162,52
15950,178,108
15951,193,12
15952,192,43
15953,153,58
15954,128,14
15955,170,18
15956,183,58
15957,193,26
15958,191,31
15959,153,43
15960,200,35
15961,147,63
15962,166,31
15963,191,42
15964,161,101
15965,155,45
15966,194,33
15967,182,11
15968,191,33
15969,168,23
15970,168,108
15971,187,79
15972,185,29
15973,169,14
15974,194,30
15975,163,47
15976,177,30
15977,174,19
15978,167,36
15979,166,43
15980,187,27
15981,183,48
15982,196,50
15983,178,30
15984,185,20
15985,49,9
15986,173,98
15987,68,9
15988,152,52
15989,165,48
15990,157,62
15991,191,28
15992,149,72
15993,162,116
15994,194,46
15995,168,99
15996,196,35
15997,165,58
15998,152,26
15999,151,28
16000,167,20
16001,166,25
16002,139,78
16003,184,60
16004,152,47
16005,195,21
16006,159,51
16007,199,38
16008,153,77
16009,166,31
16010,156,55
16011,183,33
16012,160,70
16013,157,21
16014,158,22
16015,163,81
16016,167,75
16017,161,102
16018,187,74
16019,158,102
16020,170,90
16021,161,47
16022,157,102
16023,172,108
16024,162,104
16025,183,98
16026,84,8
16027,169,23
16028,166,27
16029,156,119
16030,191,53
16031,159,57
16032,162,102
16033,155,12
16034,157,97
16035,156,82
16036,177,7
16037,155,52
16038,193,67
16039,165,58
16040,159,71
16041,158,111
16042,151,17
16043,182,14
16044,161,100
16045,113,10
16046,188,84
16047,191,82
16048,192,33
16049,193,27
16050,182,26
16051,182,42
16052,210,34
16053,195,13
16054,157,68
16055,164,70
16056,171,19
16057,73,10
16058,167,34
16059,163,67
16060,193,69
16061,149,39
16062,154,66
16063,27,8
16064,184,20
16065,152,54
16066,202,10
16067,164,93
16068,178,63
16069,162,103
16070,171,42
16071,157,29
16072,180,96
16073,195,74
16074,163,117
16075,196,73
16076,182,29
16077,188,16
16078,158,35
16079,184,18
16080,176,86
16081,182,47
16082,189,27
16083,164,105
16084,51,209
16085,160,53
16086,188,83
16087,158,82
16088,162,49
16089,75,9
16090,158,61
16091,192,39
16092,170,33
16093,156,101
16094,187,22
16095,151,63
16096,185,23
16097,159,78
16098,175,12
16099,163,109
16100,192,11
16101,146,78
16102,212,14
16103,185,49
16104,157,44
16105,153,109
16106,146,22
16107,155,109
16108,158,60
16109,179,63
16110,170,32
16111,171,118
16112,184,24
16113,170,20
16114,182,30
16115,151,88
16116,165,78
16117,154,31
16118,152,214
16119,66,10
16120,181,12
16121,204,78
16122,165,59
16123,196,28
16124,189,67
16125,192,61
16126,186,24
16127,177,24
16128,188,82
16129,190,24
16130,175,32
16131,167,112
16132,177,22
16133,191,22
16134,159,39
16135,152,76
16136,185,17
16137,181,42
16138,160,119
16139,186,43
16140,169,88
16141,159,63
16142,196,12
16143,163,30
16144,191,81
16145,158,114
16146,192,76
16147,165,52
16148,179,14
16149,183,30
16150,169,103
16151,162,105
16152,192,53
16153,133,12
16154,159,117
16155,163,112
16156,166,107
16157,158,92
16158,193,22
16159,166,115
16160,159,99
16161,197,70
16162,181,66
16163,209,10
16164,165,18
16165,181,50
16166,77,10
16167,191,61
16168,185,82
16169,158,62
16170,200,24
16171,188,13
16172,171,48
16173,181,30
16174,170,110
16175,189,9
16176,173,62
16177,149,27
16178,173,9
16179,161,78
16180,157,24
16181,188,56
16182,193,26
16183,165,34
16184,190,25
16185,182,55
16186,152,78
16187,191,44
16188,155,11
16189,173,114
16190,183,8
16191,155,82
16192,50,9
16193,171,79
16194,168,108
16195,56,9
16196,163,109
16197,164,38
16198,168,60
16199,136,43
16200,179,73
16201,174,109
16202,161,106
16203,164,55
16204,167,16
16205,165,21
16206,212,38
16207,188,33
16208,161,50
16209,174,106
16210,192,22
16211,158,60
16212,164,83
16213,196,64
16214,186,87
16215,166,61
16216,187,41
16217,188,16
16218,191,80
16219,180,35
16220,160,47
16221,165,67
16222,158,121
16223,173,66
16224,174,52
16225,154,66
16226,185,62
16227,157,28
16228,192,40
16229,177,8
16230,169,25
16231,187,78
16232,191,35
16233,172,76
16234,191,22
16235,165,47
16236,161,11
16237,194,42
16238,198,10
16239,163,105
16240,170,42
16241,176,104
16242,190,78
16243,163,123
16244,185,75
16245,183,32
16246,64,8
16247,189,9
16248,185,33
16249,87,8
16250,157,36
16251,156,35
16252,167,39
16253,192,46
16254,166,51
16255,164,107
16256,149,22
16257,196,18
16258,174,43
16259,163,128
16260,184,16
16261,141,37
16262,156,202
16263,164,59
16264,162,18
16265,171,31
16266,183,73
16267,191,26
16268,158,33
16269,131,12
16270,192,59
16271,206,30
16272,192,64
16273,190,20
16274,185,22
16275,169,41
16276,168,104
16277,166,122
16278,166,105
16279,168,122
16280,187,75
16281,197,57
16282,168,117
16283,170,105
16284,183,29
16285,203,42
16286,154,211
16287,194,73
16288,171,41
16289,162,17
16290,184,12
16291,179,17
16292,157,21
16293,158,51
16294,198,79
16295,158,168
16296,186,28
16297,188,58
16298,189,36
16299,186,23
16300,164,104
16301,194,41
16302,200,72
16303,151,50
16304,193,42
16305,161,51
16306,160,21
16307,201,15
16308,158,49
16309,154,101
16310,154,21
16311,187,82
16312,195,18
16313,157,13
16314,206,21
16315,171,110
16316,157,97
16317,77,8
16318,154,10
16319,185,37
16320,195,49
16321,192,31
16322,163,33
16323,193,77
16324,95,207
16325,162,13
16326,164,97
16327,161,112
16328,165,92
16329,197,43
16330,170,58
16331,154,52
16332,46,12
16333,187,64
16334,62,11
16335,165,68
16336,193,8
16337,179,43
16338,171,39
16339,200,21
16340,201,13
16341,162,98
16342,193,49
16343,160,109
16344,155,66
16345,165,39
16346,187,29
16347,174,50
16348,166,99
16349,169,35
16350,151,70
16351,165,74
16352,170,45
16353,168,45
16354,172,17
16355,170,91
16356,158,125
16357,134,9
16358,184,16
16359,153,55
16360,157,50
16361,156,38
16362,187,61
16363,176,7
16364,172,63
16365,192,96
16366,159,110
16367,186,47
16368,144,33
16369,186,57
16370,167,104
16371,166,48
16372,194,27
16373,203,37
16374,174,18
16375,162,117
16376,150,56
16377,191,42
16378,163,47
16379,193,72
16380,162,37
16381,164,58
16382,167,66
16383,194,74
16384,160,37
16385,166,105
16386,163,87
16387,184,20
16388,186,74
16389,183,80
16390,160,13
16391,163,107
16392,162,36
16393,191,17
16394,176,16
16395,167,53
16396,154,43
16397,167,115
16398,159,67
16399,159,209
16400,155,83
16401,159,31
16402,191,76
16403,195,12
16404,174,109
16405,149,41
16406,192,24
16407,166,50
16408,191,80
16409,158,54
16410,169,87
16411,174,29
16412,153,26
16413,197,78
16414,74,8
16415,180,29
16416,165,63
16417,172,42
16418,161,31
16419,178,48
16420,195,26
16421,171,31
16422,140,17
16423,192,77
16424,159,46
16425,173,18
16426,180,63
16427,192,43
16428,144,13
16429,163,108
16430,163,86
16431,163,108
16432,186,12
16433,148,58
16434,149,20
16435,166,35
16436,153,56
16437,199,23
16438,195,57
16439,160,98
16440,28,8
16441,169,70
16442,164,115
16443,165,99
16444,190,77
16445,157,25
16446,197,46
16447,162,88
16448,159,140
16449,194,109
16450,151,64
16451,144,32
16452,198,30
16453,160,33
16454,182,9
16455,152,41
16456,160,42
16457,181,12
16458,156,80
16459,187,79
16460,80,15
16461,178,13
16462,172,41
16463,182,69
16464,150,16
16465,160,16
16466,161,210
16467,171,30
16468,187,41
16469,172,29
16470,166,63
16471,184,51
16472,166,90
16473,202,76
16474,140,45
16475,172,41
16476,164,111
16477,160,36
16478,160,51
16479,107,10
16480,165,37
16481,187,23
16482,172,16
16483,182,55
16484,183,33
16485,164,40
16486,138,11
16487,172,96
16488,56,7
16489,170,22
16490,161,38
16491,161,31
16492,188,83
16493,184,71
16494,183,71
16495,199,25
16496,176,21
16497,157,43
16498,161,23
16499,169,39
16500,164,52
16501,167,94
16502,165,55
16503,165,23
16504,172,19
16505,193,17
16506,164,36
16507,171,29
16508,82,8
16509,183,32
16510,169,50
16511,201,15
16512,169,89
16513,82,9
16514,162,82
16515,163,110
16516,156,64
16517,190,35
16518,169,35
16519,160,57
16520,186,38
16521,81,7
16522,162,105
16523,158,101
16524,154,102
16525,190,72
16526,170,29
16527,174,9
16528,181,48
16529,172,38
16530,162,48
16531,196,27
16532,169,31
16533,175,11
16534,193,32
16535,158,101
16536,160,96
16537,184,48
16538,172,30
16539,162,34
16540,158,110
16541,183,66
16542,175,77
16543,182,82
16544,151,64
16545,200,15
16546,162,44
16547,154,115
16548,166,44
16549,110,7
16550,160,38
16551,194,23
16552,151,15
16553,195,29
16554,194,49
16555,185,95
16556,160,15
16557,169,55
16558,196,52
16559,58,8
16560,193,34
16561,166,70
16562,161,74
16563,152,18
16564,173,107
16565,191,63
16566,160,109
16567,180,9
16568,174,71
16569,188,28
16570,185,18
16571,163,87
16572,156,110
16573,165,134
16574,160,24
16575,172,22
16576,164,75
16577,162,112
16578,190,96
16579,64,8
16580,184,39
16581,165,105
16582,163,101
16583,162,107
16584,193,39
16585,176,46
16586,173,38
16587,167,13
16588,200,50
16589,187,75
16590,192,72
16591,182,77
16592,190,36
16593,159,59
16594,161,73
16595,170,9
16596,178,47
16597,169,47
16598,182,69
16599,185,74
16600,188,52
16601,180,15
16602,131,11
16603,158,46
16604,188,37
16605,183,68
16606,189,75
16607,-1,7
16608,172,93
16609,170,10
16610,192,13
16611,175,31
16612,147,44
16613,162,17
16614,180,44
16615,161,47
16616,149,51
16617,164,65
